,Turn,Text,True,Pred
627,8,"yes, i am interested but now not join in children's charity.",0,0
628,10,good charity.,0,0
629,10,all children's using in the children's charity.. and all peoples join in the children's charity....,0,0
630,12,i am from oakham,0,0
631,13,thank u sir,0,0
632,15,"yes, sure sir",0,0
633,16,thank you sir.,0,0
634,16,please ur nice name?,0,0
635,2,yes definitly i am donate in save the children,0,3
636,4,nice i like this group for many children save in the world,0,0
637,5,yes i am live in us,0,0
638,7,yes i education help for the children.,0,0
639,9,yes definitly develop for education,0,0
640,11,very intresting,0,0
641,12,i have no award in the group.so i have like many children save in our life,0,0
642,14,yes i help to kids,0,0
643,16,yes my home in 3 childrens i take for in the life,0,0
644,19,100$ donate for group,0,0
645,1,hi,0,0
646,2,Doing Good.,0,0
647,2,What about You ?,0,0
648,3,No.,0,0
649,3,Can you help me with that.,0,0
650,4,Okay.,0,0
651,4,It's a very noble cause.,0,0
652,5,Yeah totally agreed.,0,0
653,5,Even they are not able to get good meal and got suffered from many malnutrition diseases.,0,0
654,6,But we can't help them directly.,0,0
655,6,Most of time we have to depend on someone to help them.,0,0
656,7,I already did for some websites.,3,0
657,7,Not interested right now to do so.,7,0
658,7,Give me your details i will send you later on.,0,0
659,8,sorry but not now.,7,7
660,9,Thanks.,0,0
661,9,Nice Talking you.,0,0
662,10,you too.,0,0
663,10,Bye,0,0
664,2,very good and you,0,0
665,4,yes i am.,0,0
666,4,i would donate,0,0
667,6,i would donate some clothes and some toys for children,0,0
668,9,oh yeah and how much would you help them,0,0
669,10,oh yep thats really good,0,0
670,11,thats true to help them,0,0
671,13,oh i would donate money too even it 5 dollars,0,0
672,15,thats good children deserve it,0,0
673,17,oh thats very easy then,0,0
674,20,oh i love kids i know they need help,0,0
675,0,I haven't,0,0
676,0,I think I'm okay.,0,0
677,0,No need to share more information,0,0
678,0,Why not Antartica?,2,4
679,0,Well that's disappointing.,0,0
680,0,What country receives the most aid?,4,4
681,0,Okay sounds interesting.,0,0
682,0,How do people donate to the charity?,0,4
683,0,"Yes I have in the past, but not recently",0,3
684,0,"Sounds like a good mission, but I probably won't be able to donate",7,0
685,0,"Yes, I've heard that before.",0,0
686,0,Like March of Dimes and the Salvation Army,0,3
687,0,I would like to donate $0,7,0
688,0,No thanks.,7,7
689,0,I like to keep my money for now.,7,6
690,0,I understand.,0,0
691,0,You have a good day.,0,0
692,1,What children organization?,0,0
693,2,How long has this charity been around?,4,4
694,5,The organization sounds like a good one.,0,0
695,9,I think I would be interested in the child sponsorship.,3,0
696,13,A one time donation would be best.,3,0
697,16,Paypal is usually my choice.,0,3
698,19,I do have a few questions first.,0,0
699,20,Where is the charity based out of?,4,4
700,21,"Okay, where are the major areas you serve?",4,4
701,24,that sounds great.,0,0
702,0,"Hi there, how's it going?",0,0
703,0,They sound like an interesting charity.,0,0
704,0,How do they go about providing relief to the children?,4,4
705,0,Why are you passionate about this particular one?,0,2
706,0,There are so many charities that claim to do the same things.,0,5
707,0,You sound very passionate about them.,0,0
708,0,Ok. I'll believe you.,0,0
709,0,I may be interested.,0,0
710,0,What are the amounts to donate?,0,0
711,0,I will donate $0.25,0,0
712,0,I admire your effort reaching to people to help the charity.,0,0
713,0,I'm glad you understand my concern about scams.,0,5
714,0,"By the way, what is their site?",4,4
715,0,I definitely will check it out.,1,1
716,0,Thank you for the information.,0,0
717,0,What was life like for you growing up?,0,0
718,0,Is there a reason children in particular are so special to you?,0,0
719,1,Some what I familiar with charity.,0,0
720,1,What about you?,0,0
721,3,So nice job.,0,0
722,3,I also like to save the children.,0,0
723,6,Yes I also like to donate to the children without parents and relatives.,0,0
724,11,I like to donate.,0,0
725,11,But I don't have money to donate.,6,6
726,13,I like to donate 50 dollars.,0,0
727,13,What about you?,0,0
728,16,I choose 0.30 dollar for donation,0,7
729,19,Ok if you need means you take that amount.,0,0
730,21,We must help the children to give education.,0,0
731,24,Ok done.,0,0
732,24,What Dollar you need to give For children charity?,0,0
733,25,What about you?,2,0
734,1,I think it is a genuine organization who uses it's fundraising donations in the right way.,0,5
735,2,No I think they use most of their donations to actually help children.,0,5
736,2,Do you believe they don't?,0,5
737,3,I think there are a lot of safeguards in organizations like this one that is set up to prevent such a thing.,0,5
738,4,"Yes, for sure.",0,0
739,4,I think they are a trustworthy organization.,0,0
740,5,I am not aware of that.,0,0
741,5,"In fact, I believe they were a top-rated children's charity the last couple years.",0,0
742,6,I am pretty sure they do.,0,0
743,6,"Like me, I think people donate to more children's charities than anything else.",0,3
744,7,Well it takes personnel and resources to run any organization so I'm sure some of the money goes to that but I suspect more goes to the children.,0,5
745,8,"True, especially if you take part in donating.",0,2
746,8,"However, I usually just give where I feel I need to and if people use it the wrong way, I believe they will get what's coming to them.",0,5
747,9,Maybe it is a blind trust but there's really no way to know for sure if they use the money correctly unless you are the person handling the money.,0,5
748,11,Well I'm sure there is always more that can be done.,0,0
749,11,I just feel that if they help a few children get a better childhood then it is worth it.,0,0
750,11,Children are our future.,0,0
751,1,"No, I have not.",0,0
752,1,Please tell me about it,0,0
753,2,What countries are helped through this organization?,4,4
754,4,Approximately how many children per year receive help?,4,4
755,9,Are there different tiers of donations?,4,4
756,12,How do I donate?,4,4
757,13,How am I charged for donations?,4,4
758,14,I seethank you for your information.,0,0
759,16,I will donate 10 cents.,0,0
760,18,Thank you for your time,0,0
761,19,Have a good evening,0,0
762,1,"yeah , i agree it is a great charity, but i prefer to donate to St Jude",3,3
763,2,I guess I could throw them .10,0,0
764,3,I am so broke but giving a dime is really all i can afford today.,6,6
765,6,Honestly < do not think so.,6,7
766,6,My dqaughter and I are Homeless at the moment and have to sleep in parking lots..,6,6
767,6,To be able to afford to get her some milk would be nice.,6,0
768,8,0k Here is a .25,0,0
769,9,I would ifd my daughter was not needing milk also…,6,7
770,9,Its hard to donate when I feel i would be taking from my daughter to give to other children..,6,6
771,12,Its not imaginary money though... what i give takes away from ours later.,6,3
772,14,"No, I do not waste any money, Right now school is about to start and she has no school supplys or anything new for school.",7,2
773,14,shoot i am the biggest tight wad when it comes to trying to save anything for her.,6,6
774,17,"no, I cant .25 is the most I am willing to part with.",0,0
775,20,>15 cents sorry maybe more next time.,0,0
776,1,I haven't!,0,0
777,2,What kind of situations do they work with?,4,4
778,3,That sounds like an awesome organization!,0,0
779,3,Do you know how someone can get involved?,4,0
780,6,That's simple enough.,0,0
781,6,I like the sound of that!,0,0
782,6,Have you ever personally worked with them?,0,0
783,9,Gotcha!,0,0
784,9,"I also have a child, so I understand where you're coming from.",0,0
785,9,I have a soft spot for children in general.,0,0
786,11,Absolutely!,0,0
787,11,I always think about how I would want to know my child is cared for if I'm not around.,0,0
788,11,It's definitely a motivator!,0,0
789,13,That's good to know that they're reputable.,0,0
790,13,"Sometimes I'm cautious of donating, just because I want to know that they're making the difference that they saw they are.",1,0
791,14,It is nice to know that!,0,0
792,15,"Yes, I would :)",0,0
793,17,"Oh yeah, absolutely!!",0,0
794,1,"Am Great, How about you?",0,0
795,3,Yes I have Heard,0,0
796,4,"I do like but have not volunteered them, but if i get a chance i try to do",0,0
797,5,"No, I haven't.",0,0
798,6,I too would consider doing it,0,0
799,7,Not Today but surely ASAP,1,1
800,9,"Am not Financially stable now, but i love to help such children soon",6,6
801,10,one cent then i can,0,0
802,11,"Thats great, Thank You",0,0
803,12,yes they will,0,0
804,1,doing good you?,0,0
805,2,"yes I do,do you as well?",0,0
806,3,"Yes, because it is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",0,0
807,4,amassing!,0,0
808,6,"thank you,I just want to help this world and especially the children within it and save the children is doing that job",0,0
809,8,"If everyone puts in there fair share then save the children would be even bigger, could you imagine how much children could be saved or help,or both",0,2
810,9,i think everyone should chip in proximity 5$ that isin total.,0,0
811,9,"$35,000,000,000.00",0,0
812,10,so do you agree?,0,0
813,10,everyone should share 5$ or more?,0,0
814,11,"then we have came to an agreement that went vary smoothly it says up top ""We encourage you to keep the conversation until a donation agreement is explicitly made so i think weve done .",0,0
815,12,5$ sounds good ok,0,0
816,1,hai whats up,0,0
817,2,i have heard about it.,0,0
818,2,i don' known it detailly,0,0
819,5,how long was the charity been run,4,4
820,7,where was it locate,4,4
821,8,then is there any think special about it,0,0
822,10,who own the charity,4,0
823,11,ok.,0,0
824,11,ready to fund.,0,0
825,14,115 USD to the charity,0,0
826,15,what was the procedure,0,0
827,16,how can i contact them,0,0
828,0,hi how are you today,0,0
829,0,"very good today, just turking",0,0
830,0,"sometimes , it depends on what types",0,0
831,0,"i have in the past, good cause",0,0
832,0,"yes, sometimes with non profits",0,0
833,0,terrible thing that happens,0,0
834,0,I would think it is very valuable,0,0
835,0,"of course, especially poor children",0,2
836,0,"yes, I would to a good childrens cause",0,0
837,0,i think one dollar will help,0,0
838,1,how are you today?,0,0
839,2,sure I can donate but what is the game?,0,0
840,3,"If I donate, what do I get in return?",0,0
841,3,Will you donate the same amount back to me?,0,0
842,9,I'll give .50 if you send are actually an mturk human.,0,0
843,9,respond with your mturk number and I'll donate .50,0,0
844,11,"ok, I'll do $1 but I want to know your mturk worker ID to prove it's a person",0,0
845,16,That's true.,0,0
846,16,I do believe you are human based on the conversation.,0,0
847,16,I'll donate a $1.,0,0
848,17,Hopefully it is for a good cause and not just a waste.,5,0
849,18,that's good.,0,0
850,18,you do have to be skeptical though,0,0
851,20,I was wondering the same thing.,0,0
852,20,I think it's 10 exchanges,0,0
853,21,I haven't counted but we must be very close.,0,0
854,21,Hopefully we can move on soon to get back to other tasks.,0,0
855,1,no i have not but i am interested!,0,0
856,4,yes i am very interested!,0,0
857,6,yes of course!,0,0
858,6,how much?,0,0
859,8,ok then i will donate half 15 cents,0,0
860,10,no i dont think so i love the cause!,0,0
861,11,yes im looking at it now actually it seems like a great foundation,0,0
862,12,ok so we agreed on a price?,0,0
863,13,yes 0.15 is correcr,0,0
864,14,"ok thank you sounds good,",0,0
865,15,yes how do we end it?,0,0
866,1,"Hey, is there a limit?",4,0
867,2,"Oh wow, so I could just go ahead and do like $25 million?",4,0
868,3,"Oh, from my personal account?",4,0
869,3,"Hmm, I can do maybe 100.",0,0
870,3,I work part-time and attend college so I don't have much now.,6,6
871,3,Thought this was hypothetical.,0,0
872,4,How much will you be planning on donating to the charity?,2,0
873,7,"That sounds good, thank you for being charitable.",0,0
874,10,"Yes, I feel like if anything could use more funding, it should be children who need extra assistance.",0,0
875,11,"Hm, it depends on my schedule to be honest because I still have to pay rent and I don't have set hours but I'd be willing to give around $100 if I have solid hours every month.",6,3
876,13,You're welcome.,0,0
877,13,Do you know what these children are suffering from and what the money will be funding?,4,4
878,15,"Wow, I can't even fathom feeling starved as a child or experiencing violence at a young age (outside of television/video games).",0,0
879,17,"Thank you for linking the website, I will check it out right now.",0,1
880,2,"Hey, I am fine!!",0,0
881,2,How are you,0,0
882,5,It sounds familiar.,0,0
883,5,I think I have heard of it.,0,0
884,7,"Yeah, I just looked it up.",0,0
885,7,:)I like that it's non-governmental.,0,0
886,10,"I'll be honest with you, I have made donations to children's charities in the past.",3,3
887,10,"Like when I was in my twenties, but these days I have only made donations to animal rescue groups within the past two years.",3,3
888,10,It's a very long story that begins with me witnessing a severe animal abuse (cats) case in my town.,0,0
889,14,How were these children killed or injured -- because I know that many people (children too) are slaughtered on the highway in horrific road accidents.,0,2
890,14,"If Save the Children helps those children who are orphaned or injured like this, then it is an amzing organization.Is that what this applies to?",4,0
891,16,I watched a video on YouTube a couple of years ago.,0,0
892,16,"It was Syrian children in a classroom, they were coloring pictures.",0,0
893,16,It completely broke my heart because of their precious sweet innocence and intelligence.,0,0
894,16,Their lives were in danger constantly from the threat of terrorism.,0,0
895,18,Me too.,0,0
896,18,"I think about the little face I saw and since it was so long ago, I wonder if each and every one is okay -- still alive.",0,0
897,20,Absolutely.,0,0
898,20,I hope everyone does.,0,0
899,22,Whatever my task payment will be.,0,0
900,22,I have no money right now which is why I'm on Mturk tonight.,6,6
901,22,I live with my parents and I just bought a car last week which caused me an overdraft which I won't be caught up on until this coming Friday.,6,0
902,27,I'm very sorry I can't donate more tonight.,7,7
903,27,I would if I had at least $200 in my bank account.,6,6
904,27,I hope it wsn't a waste of your time.,0,0
905,31,You're welcome!,0,0
906,31,"It was nice talking, thanks for all you do.",0,0
907,31,God bless you.,0,0
908,3,I would perhaps be interested can you tell me more a bout it,4,4
909,5,"That sounds great, What countries do they help children in?",4,4
910,7,Ok I would like to see if I can help. I love children.,0,1
911,10,Of course nothing gets me more angry then seeing a child warrior soldier.,0,0
912,10,Will we also be helping children soliders?,4,0
913,13,Ok thats great.,0,0
914,13,Do they need clothes as well?,4,4
915,17,Ok well I know it is important for them to have basic needs.,0,0
916,17,I hope the money donated goes directly to them and not in the pockets of those running the organization.,0,5
917,17,Are you certain that the money will be used the right way?,5,5
918,19,That sounds like a good percentage and Im glad it will give me a tax break as well.,0,0
919,19,How do you receive payments?,0,0
920,19,credit card? cash?,0,0
921,20,Wow that is a lot of options.,0,0
922,20,What would you say is the amount of a the common donation thatsomeone like myself would donate.,0,0
923,20,I am ready to donate today and would like to know an acceptable donation.,0,0
924,24,Ok I would like to donate the $20 a month but I would like to hook it up to a credit card that is automatically deducted,0,3
925,26,"Ok, thank you so much for your help.",0,0
926,26,You have made this a good learning experience and I feel confident in my donation to Save The Children.,0,0
927,2,Feeling great.,0,0
928,2,Just got back from the gym,0,0
929,5,I'm pretty poor.,6,6
930,5,If I have money I try to donate to charities that I like.,6,3
931,7,No.,0,0
932,7,I don't believe I have.,0,0
933,8,I would not be interested in a charity that only targets children.,3,3
934,11,I've lived for 76 years and have only experienced two reasonably good presidents.,2,0
935,11,The way things are going I don't expect to experience any thing close to that again.,2,0
936,13,My few cents would never go toward a children's charity.,7,2
937,13,"If I have anything it will go to homeless shelters, food pantries and environmental causes.",3,3
938,16,That would be real low on my list of priorities.,6,6
939,16,People that demand perfect victims can donate to children's charities,2,0
940,19,I prefer to prioritize charities where lots of people don't like the victims.,3,3
941,19,Most people (unlike me) seem to like children so those charities don't have any trouble.,3,3
942,21,That really wouldn't bother me at all.,3,0
943,23,I'm not donating to your children's charity.,7,7
944,23,How much are you donating?,2,2
945,0,Great!,0,0
946,0,Have you ever heard of the Save the Children Foundation?,0,0
947,0,Not sure.,1,0
948,0,Sounds familiar.,0,0
949,0,I am talking about one i particular.,0,0
950,0,It is called Save the Children.,0,0
951,0,Are you familiar with this organization?,0,0
952,0,I have heard of it and have seen their many commercials.,0,0
953,0,same just trying to collect a donation for the Save the Children foundation as i will be donating as well,0,0
954,0,"Do you work for them, or volunteer, or...something else?",4,0
955,0,Glad to hear it.,0,0
956,0,Are you someone who has ever donated to a charity or offered your time for a charitable cause?,0,0
957,0,Yes.,0,0
958,0,I have done both.,0,0
959,0,"I'm good, thanks for asking!",0,0
960,0,I wanted to tell you about this charity that I am interested in.,0,0
961,0,Would that be ok?,0,0
962,0,Yes I am.,0,0
963,0,Go ahead please.,0,0
964,0,We're talking so that I can ask you to donate a portion of your payment to Save The Children,0,0
965,0,What does Save the Children do?,0,4
966,0,"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries",0,0
967,0,"Sounds like a good cause, but I'm leery of big NGOs; i want to make sure all my money goes to the front lines, not caught up in administration.",5,5
968,0,"It is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,0
969,0,Sounds like a good organization,0,0
970,0,Would you ever consider donating any portion of your earnings from MTurk to a charity such as this?,0,0
971,0,"Yes, I have done that with different surveys and you?",0,0
972,0,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,0
973,0,Have you heard of them before?,0,0
974,0,"Yes, I have heard of them before and it has all been good things.",0,0
975,0,I like organizations who take care of our children.,0,3
976,0,"You\'re not wrong, but I happen to genuinely believe in what i am selling.",0,5
977,0,"In this case I am collecting donations for the charity ""Save the Children"" You can find out more information about the cause here URL but generally speaking, is this the kind of thing you tend to be interested in?",0,0
978,0,"When I have free money, yes.",1,6
979,0,I've primarily donated to Save the Chilren and UNICEF in the past.,3,3
980,0,Awesome!,0,0
981,0,What's your name?,0,0
982,0,Call me Jim Bob.,0,0
983,0,Lets talk about the charity,0,0
984,0,"excellent, are you familiar with the charity Save the Children?",0,0
985,0,I have not heard of it.,0,0
986,0,"Well they are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,0
987,0,"Oh that's cool, like schools?",4,0
988,0,I am enjoying the day off as well,0,0
989,0,Seen any good movies lately?,0,0
990,0,"Unicef was created in 1946 to help protect children after World War 2, save the children aims to promote children rights and education, both are similar in goal but as a basis save the children saves and impacts millions of children across the world.",0,0
991,0,"Fair enough mate, so what do you propose?",0,0
992,0,The funds are used to promote children's rights and well-being in developing countries,0,0
993,0,What kind of well-being?,4,0
994,0,MANY CHILDREN ARE DYING,0,0
995,0,oh i know,0,0
996,0,i think that they are really trying to help people.,0,0
997,0,Have you ever donated in a charity?,0,0
998,0,Yes I have donated to multiple charities.,0,0
999,0,Have you donated to a charity?,2,0
1000,0,"I so, what is one that you have donated to?",0,0
1001,0,To help impoverished children.,0,0
1002,0,Nationwide or worldwide?,4,4
1003,0,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,0
1004,0,How does this organization raise money to help them accomplish this,4,4
1005,0,I am glad that you are feeling better.,0,0
1006,0,Where are you located?,0,0
1007,0,I live outside of Chicago.,0,0
1008,0,It a both a suburb and a more rural area.,0,0
1009,0,Hi..,0,0
1010,0,I like to donate to the charity..,0,0
1011,0,yea!,0,0
1012,0,me to.,0,0
1013,0,i like to donate .,0,0
1014,0,u know children's charity?,0,0
1015,0,"Save the Children is an NGO that works across the world, for the rights of children, and they help them a lot.",0,0
1016,0,Yes I agree i think there wonderful.,2,0
1017,0,how much are you donating?,0,0
1018,0,I am here to talk to you about an important organization called Save the Children.,0,0
1019,0,I am not affiliated with them in any way,0,0
1020,0,What is Save the Children's mission?,4,4
1021,0,Yes and I found a really good one.,0,0
1022,0,Are you interested in helping us?,0,0
1023,0,"Well I am interested in hearing what you have to say, but I don't know if I will help you yet.",1,0
1024,0,What is the cause?,4,0
1025,0,Have you heard of Save the Children?,0,0
1026,0,I have heard of Save the Children,0,0
1027,0,IT'S AN AMAZING GLOBAL CHARITY THAT HELPS CHILDREN IN DANGEROUS AREAS!,0,0
1028,0,That sounds really cool.,0,0
1029,0,"Do they have a main country they focus on, like Haiti or somewhere in Africa?",4,4
1030,0,I am sorry!,0,0
1031,0,My HIT just notified me of a successful match.,0,0
1032,0,Responses will be quicker from here on out.,0,0
1033,0,:) Do you donate to charities currently?,0,0
1034,0,"No, I don't",0,0
1035,0,Sure.,0,0
1036,0,They work to help children around the world.,0,0
1037,0,How exactly do they help the children around the world?,4,4
1038,0,"Education, Food, Medicine, etc.",4,0
1039,0,"Okay, well do you donate much?",0,0
1040,0,not for the past year,0,0
1041,0,"I am good, are you off for Labor Day?",0,0
1042,0,"I am now, I was working until about an hour ago.",0,0
1043,0,How about yourself?,0,0
1044,0,Great.,0,0
1045,0,I think their international focus is really persuasive.,0,0
1046,0,They help the people that need it the most.,0,0
1047,0,"That's true, I recently donated to their cause after seeing a commercial on television.",0,0
1048,0,It's well worth the money and time.,0,0
1049,0,I'm good.,0,0
1050,0,are you celebrating Labor Day?,0,0
1051,0,Okay that's a start.,0,0
1052,0,Well Save the Children is a very reputable organization and your donation would be used for a good purpose.,0,0
1053,0,do you donate?,2,2
1054,1,"Hi, I am interested in giving a donation to them.",0,0
1055,3,I care about children and animals the most.,0,0
1056,3,I love to donate to them.,0,0
1057,4,I agree.,0,0
1058,4,They are a good organization and I trust them.,0,0
1059,4,I would donate a portion of payment to them.,0,0
1060,5,I am interested and would like to donate around 0.30 cents to them.,0,0
1061,6,Yeah I figured that.,0,0
1062,6,But if I can help children in anyway I am willing to do so.,0,0
1063,7,"I am, Its an obligated duty to help children and animals.",0,3
1064,7,I am thinking about 0.30 cents donation.,0,0
1065,9,it is.,0,0
1066,9,If I can give 0.50 cents I feel that is adequate enough.,0,0
1067,11,I have really thought about it.,0,0
1068,11,I am willing to do any amount from 0.30-0.50,0,0
1069,13,0.50 cents I am feeling generous today.,0,0
1070,15,ok I will give that amount as my donation.,0,0
1071,3,Hi!,0,0
1072,3,Can you please tell me a bit about this charity?,4,4
1073,5,That sounds great.,0,0
1074,5,I don't know how much I am able to give right now.,6,1
1075,6,"Technically I could, but what difference would donating $2 make?",2,0
1076,9,That's a good point.,0,0
1077,9,Do you know how much money goes to the children vs. paying people's salaries?,4,4
1078,12,Thank you for that information.,0,0
1079,12,That is very helpful.,0,0
1080,12,I am happy to hear so much goes to program services.,0,0
1081,15,How much do you think I should donate today?,0,0
1082,15,What would you do if you were me?,0,0
1083,19,"Well, unfortunately I need all the money I can get these days.",6,6
1084,19,I will donate some but I can't donate all of it.,6,6
1085,23,I still think that's a bit more than I can go right now.,6,0
1086,23,I do plan on donating independently when things are better.,1,0
1087,29,Yes it would make me feel good.,0,0
1088,29,I already skip all of those things.,2,0
1089,29,I've been skipping paying some bills unfortunately too.,2,6
1090,29,It's a hard decision.,6,0
1091,29,"I was thinking $1.00,",0,0
1092,32,Thank you for convincing me!,0,0
1093,32,I commit to donating $1 to Save the Children.,0,0
1094,34,Thank you.,0,0
1095,34,I hope you have a great day too!,0,0
1096,1,Hi!,0,0
1097,1,How are you?,0,0
1098,4,Yes.,0,0
1099,4,Work is a bit stressful.,0,0
1100,4,But overall everything's going pretty nicely.,0,0
1101,7,I donate to charity sometimes.,0,0
1102,7,But often I don't really bother.,0,0
1103,7,Overall I guess I'm fairly charitable.,0,0
1104,11,"Yes, that's very true.",0,0
1105,11,Everybody gets so caught up in their own drama that we forget the problems that others are having.,0,0
1106,14,I am truly interested in that charity and helping others but I'm not able to donate at this time for personal reasons.,3,6
1107,14,Sorry.,0,7
1108,17,Thank you very much.,0,0
1109,17,I will look into that for sure.,1,1
1110,17,Perhaps in the future I will be able to make a donation.,1,1
1111,20,At this point I'm not able to donate anything so $0.,7,7
1112,22,Thank you very much.,0,0
1113,22,I wish you all the best as well!,0,0
1114,23,Bye.,0,0
1115,23,It was nice talking to you!,0,0
1116,23,Have a great night!,0,0
1117,24,Thank you very much again!,0,0
1118,1,I'm pretty good.,0,0
1119,1,And you?,0,0
1120,3,"No, I am usually too broke to donate anything.",6,7
1121,6,"Actually, I might.",1,1
1122,6,"I have been reading a book called ""The Secret"" and one thing it teaches is that to get more money you have to give money.",0,0
1123,6,Is there a specifc charity that I should donate to?,0,3
1124,8,I do love kids.,0,0
1125,8,I have three grown kids and eleven grandkids!!,0,0
1126,8,It breaks my heart to think about children suffering.,0,0
1127,8,Do they help out in the US as well as other countries?,4,4
1128,12,That really is very sad.,0,0
1129,12,"I know that charity has been around a long time, so I would more than likely be willing to donate.",0,0
1130,12,Do you give to them?,0,0
1131,14,I will donate all of what I earn from this task today.,0,0
1132,14,Perhaps it will garner me some good karma with the universe.,0,0
1133,18,"Sure, why not?",0,0
1134,18,I will donate the entire $2.00.,0,0
1135,18,It will send good vibes out to the universe and we will both benefit from our good deeds.,0,0
1136,18,Not to mention the good that we will be doing for the children.,0,0
1137,20,I believe that when you put out positive vibes the universe sends you back positive things.,0,0
1138,20,But I really do have a soft spot in my heart for children and hungry people.,0,3
1139,22,"well, I think our conversation will be ending soon, so I hope you have a great evening",0,0
1140,24,"Same here, good night",0,0
1141,1,good how are you,0,0
1142,2,"Right on, where are you located?",0,0
1143,3,I am in Tennessee,0,0
1144,4,"Not actively, no",0,0
1145,5,I think i'd rather keep my payment for this task,7,6
1146,6,"I understand, i could use it as well though and, not havig children myself, i don't feel particularly resposible for them.. No one's helping me out either",6,3
1147,8,"everyone needs a little help now and then, unforseen circumstances and such, life throws you a curve ball every now and again..",0,0
1148,8,I'm not interested in donating though,7,7
1149,9,"I feel like now, it's a matter of standing my ground.",3,0
1150,9,I've already stated that i'm not interested..,7,7
1151,9,If i allow myself to be worn down and say yes to you then I have to say yes to all the others and that'll add up real quick..,3,6
1152,9,"Sorry, I do not want to donate at this time.",7,7
1153,10,"Sorry, maybe next time, how do we end this task?",1,0
1154,12,"You too, have a good day",0,0
1155,1,Why would I want to do that?,1,0
1156,2,Love is a transitive verb.,2,0
1157,2,It needs an object.,2,0
1158,2,Who do you love?,2,0
1159,4,Actually I don't.,0,7
1160,4,Children are irritating.,0,0
1161,5,There are much more worthwhile charities than those that promote children.,3,3
1162,6,I can think of lots of them.,3,3
1163,6,"For instance homeless shelters, food pantries, environmental causes.",3,3
1164,9,I can guarantee you I would never,7,0
1165,12,Then why are you asking me to do it.,0,2
1166,12,What are you saving these children from?,4,2
1167,14,It seems implicit in the title of the charity unless its a fraud.,5,5
1168,16,So you weren't even serious about asking me to throw away money on children?,0,0
1169,18,That seems somewhat ingenuous.,0,0
1170,18,Why would you think you could convince me like that?,0,0
1171,1,I AM GOING TO WORK,0,0
1172,3,YES.,0,0
1173,3,I WILL DONATE THE CHARITY FOR THE CHILDREN.,0,0
1174,5,WHAT ARE DOING ABOUT,4,0
1175,6,YES.,0,0
1176,6,I WILL TRY TO MY BEST OF THE CHILDREN LIFE TO SAFE.,0,0
1177,9,"I HAVE DONATE THE 50,000",0,0
1178,11,YES..THAT IS VERY GREAT,0,0
1179,12,YES..,0,0
1180,12,THIS IS VERY GREAT IDEA.,0,0
1181,14,OK...I WILL TRY IT.,0,0
1182,15,VERY NICE.,0,0
1183,15,THAT IDEA.,0,0
1184,17,THANK YOU FOR YOUR COMPLEMENT.,0,0
1185,0,"Hello, great and you?",0,0
1186,0,Yeah?,0,0
1187,0,"well, tell me more about the charity",0,4
1188,0,What kind of countries?,4,4
1189,0,and What types of actions you make for the childrens?,4,4
1190,0,"that sounds terrible, and how you help them been in other country?",4,4
1191,0,"That sounds very good, I've a friend that is from a foreign country and they're in a bad situation in that place, so I think it's very important to help them in anyway we can",0,0
1192,0,"Save the Children sounds amazing, so, please let me know, it's there anyway one can contribute or participate for the cause?",4,4
1193,0,"That sounds amazing, and they've some webpage or some kind of way that you can see all the process that they made to help the children?",4,4
1194,0,I really want to know about the project in general,0,4
1195,0,Alright!,0,0
1196,0,"Sure would do, thank you so much for all the information, you're a great person!",0,0
1197,0,"Well, that says a lot about the people behind the charity!",0,0
1198,0,The webpage looks very good and legit too,0,0
1199,0,That's exactly what I want to hear!,0,0
1200,0,"that's it's my major concern with charities in general, to be honest, so tell me, it's something I can donated here right now?",0,0
1201,0,"Sorry, but right now I can't, let me organized my money and then I would go to the page",6,6
1202,1,Hi!,0,0
1203,5,What kind of issues are these children facing?,4,4
1204,6,Is it more domestic violence or are these children in war-torn countries?,4,4
1205,7,"How old is ""Save the Children""?",4,4
1206,8,Does Save the Children do all the work in these countries or do they allocate funds to other organizations with similar platforms that are located within these countries?,4,4
1207,10,How many countries is Save the Children located in?,4,4
1208,15,Ah you answered my next question!,0,0
1209,20,I'll do $0.50,0,0
1210,23,No thank you :),7,7
1211,26,Make it $0.55,0,0
1212,30,"Thank you, you too!",0,0
1213,0,Howdy neighbor!,0,0
1214,0,I'm here in Alabama.,0,0
1215,0,I feel that they're good.,0,0
1216,0,I work at a Children's hospital so I see children suffering everyday.,0,0
1217,0,What did you do there?,0,0
1218,0,I would like to donate too.,0,0
1219,0,I'm a biomedical equipment technician at my hospital.,0,3
1220,0,I'm thinking .75 would help.,0,0
1221,0,No problem.,0,0
1222,0,I agree that the defenseless need help.,0,0
1223,0,I used to live in Huntsville and my mom's from Gadsden.,0,0
1224,0,Now I live in South Alabama between Gulf Shores and Mobile.,0,0
1225,0,They are pretty nice.,0,0
1226,0,I love it down here.,0,0
1227,0,Moving down here is one of the best decisions I've made.,0,0
