,Turn,Text,True,Pred,Don_true,Don_pred
351,0,What is the least you would accept,3,0,1,0.5788647532463074
352,0,Probably 370 and I will deliver it.,5,5,1,0.4012562334537506
353,0,Deal I will send the offer!,0,0,1,0.505971372127533
354,0,Do we have a deal?,0,0,1,0.521075963973999
355,0,Yes,0,0,1,0.5073661208152771
356,0,Should I deliver it?,0,1,1,0.8133278489112854
357,0,Yes,0,0,1,0.8014336228370667
358,0,Good! Deal!,0,0,1,0.7932537794113159
359,0,"Hello, I am interested in your service.",0,0,0,0.3305283784866333
360,0,nice unlocked phone,0,0,0,0.3898025155067444
361,0,what features do u need,0,0,0,0.35202500224113464
362,0,So you are able to unblock me from T-mobile?,1,0,0,0.3715358078479767
363,0,yes,0,0,0,0.656003475189209
364,0,Am I able to both call and text with the service?,1,1,0,0.41485053300857544
365,0,yes sure can,0,0,0,0.6940073370933533
366,0,"Great, the service price seems a bit high. Would you accept 25?",3,3,0,0.42410480976104736
367,0,that would be a bit low,3,3,0,0.3626566231250763
368,0,How about 30>,3,3,0,0.35935863852500916
369,0,ok,0,0,0,0.7120214700698853
370,0,Hi can you tell me something about this item?,1,1,1,0.26897263526916504
371,0,"It's in good condition. The back adjusts to three positions. And I have a futon pad, too, if you would need one.",0,0,1,0.32500413060188293
372,0,Well...it's a little out of my price range. I have my own mattress. Could you take 15.00?,7,7,1,0.6576833724975586
373,0,No. That's less than half of what I'm asking. How about $35?,3,4,1,0.7282311320304871
374,0,I could do 35.00 if you can deliver it.,5,5,1,0.44129860401153564
375,0,"Could you give me some gas money, also, say ten bucks?",5,5,1,0.6831607818603516
376,0,"No, I can 30 and pick it up myself.",5,5,1,0.47182708978652954
377,0,How about $34 and you pick it up?,5,5,1,0.8128198981285095
378,0,I think I'm being more than fair offering 30.00,3,3,1,0.5042118430137634
379,0,"I'll meet you in the middle. How about $32 and I'll deliver it free, not asking for gas money.",5,5,1,0.8176972270011902
380,0,Sure. that works for me.,0,0,1,0.8598818182945251
381,0,Hi are you interesting in the phone listing?,0,0,0,0.27372434735298157
382,0,is the phone ill for salest,0,1,0,0.32614079117774963
383,0,"Yes, I've still got the phone available. Did you have any questions about it?",0,0,0,0.3489091098308563
384,0,whats the screen size,1,1,0,0.342875212430954
385,0,The s7 edge boasts a 5.5 inch screen which is in flawless condition. Most of this phones items are completely unopened.,0,0,0,0.3423944115638733
386,0,does the phone have a warranty,1,1,0,0.341408908367157
387,0,"It comes with a 1 year warranty, yes.",0,0,0,0.34282588958740234
388,0,i can offer you $80,0,3,0,0.34247100353240967
389,0,I can't go that low unless you have a trade in. this is a 400 dollar phone. We could meet somewhere in the middle like 200?,3,3,0,0.34142613410949707
390,0,if the phone is flawless i can give you an extra $100 that makes it$180,5,3,0,0.34142014384269714
391,0,Yeah it's flawless. If you trade in your old phone with it I will do 180,5,5,0,0.48688021302223206
392,0,i can do that when can i pick it up.,0,0,0,0.8133884072303772
393,0,As soon as possible. You got yourself a deal!,0,0,0,0.8580806255340576
394,0,Hi iam interested in your MicroSD Card for sale,0,0,0,0.3391030430793762
395,0,Good.  What is your offer?,0,0,0,0.34091517329216003
396,0,"I would like to offer  you 65.00, I know their worth and that seems of correct value to me.",3,3,0,0.3410496115684509
397,0,"Well I think there are a lot of opinions about the value, and I think it's good to open a dialog about the value.",3,3,0,0.34315863251686096
398,0,"This is true, There are larger ones for same price, so I feel my price is fair. I would also pick up the item at your convience.",4,5,0,0.3433433175086975
399,0,That's interesting.  I've seen ones my size sell for $85 in some places!  Picking up the item is a good offer too!,0,4,0,0.34149378538131714
400,0,"Really? I have seen them cheaper then that. How about I pick up the item anytime you are free, and I pay 69 for it?",5,5,0,0.3423326015472412
401,0,That's a pretty good offer.  Is it possible for you to come up to $71?,3,3,0,0.3418117165565491
402,0,Since I am picking it up I would like to stay at the 69.,6,0,0,0.34128034114837646
403,0,"Hmm...Okay, let me think about if for a minute.  You will definitely like this SD card.",0,0,0,0.3429199457168579
404,0,"I am sure I will, it seems great, I also think you will like not having to leave your home or go out of your way. I would love to buy it, I could even meet you in the middle at 70.00.",5,3,0,0.352124959230423
405,0,That sounds even better.  I accept your offer and look forward to seeing you.  I'm glad we could come to an agreement!,0,0,0,0.4505886137485504
406,0,"hey, man i gotta say this seems a little over priced",3,3,0,0.26896172761917114
407,0,"For a Royce Union? No, these go for $1200 brand new, I'm only selling in because I have medical bills for my daughter I need to pay.",7,7,0,0.33347874879837036
408,0,how old is your daughter?,0,1,0,0.3396244943141937
409,0,12,0,0,0,0.34067848324775696
410,0,"1200, new ? I have a hard time believeing that",3,6,0,0.3409152328968048
411,0,"Look it up, these are very high end bikes",3,0,0,0.34096530079841614
412,0,"i mean, it seems like you just like the number 12. ain't gonna google this mang",2,0,0,0.3409635126590729
413,0,"Ha, I didn't even notice that, but yeah, it's all true, would you like to take it for a ride?",3,1,0,0.3413051664829254
414,0,"nah, but i'll offer you 70$",3,3,0,0.34118324518203735
415,0,"No, I really need the $120, her last doctor visit was that much alone.",7,7,0,0.3410414457321167
416,0,"u should get some better insurance, and sell me it for $80, cuz of that tip i just gave u",3,5,0,0.34099677205085754
417,0,"That is with really good insurance, it's just Obama care sucks. Lowest I can go is $115",6,6,0,0.3413126468658447
418,0,man u drivin=g such a hard bargani. i'l give u 90,3,4,0,0.3410360813140869
419,0,"I can't man, I gotta feed my 12 kids too",7,7,0,0.3411228060722351
420,0,there u go,0,0,0,0.3412000834941864
421,0,Hi,0,0,1,0.2695147693157196
422,0,I like the Dodge. What are you asking?,1,1,1,0.3257279694080353
423,0,"10,900 still runs really well",0,0,1,0.3381928503513336
424,0,"For a salvage title? With 87,000 miles? What happened to it? Was it in an accident?",2,2,1,0.34135672450065613
425,0,No accident just has the roof dent but everything else is fine and in good condition,0,0,1,0.34108883142471313
426,0,"Okay. How about 7,500?",3,3,1,0.3416393995285034
427,0,"The value of the car is worth 12,000 and im selling only for 10,900",3,4,1,0.341243177652359
428,0,"With a clean title maybe, but can't go that high for a salvage title even if running well. I can go as high as 8,500. Final offer",6,4,1,0.7921055555343628
429,0,"How about 10,000 and i will fix the dent for you",5,5,1,0.46263423562049866
430,0,"If you fix the dent, we can do 9,500. Sound good?",5,0,1,0.4359164237976074
431,0,Ok that will work,0,0,1,0.8074550032615662
432,0,Great,0,0,1,0.8587670922279358
433,0,I am interested in the Benz. How much for it?,1,1,0,0.2689463198184967
434,0,I am asking $26800.,0,0,0,0.32780247926712036
435,0,How many miles on it?,1,1,0,0.3380105197429657
436,0,"Only 16,473.",0,0,0,0.7556592226028442
437,0,Has it had any major repairs?,2,2,0,0.43937891721725464
438,0,"No, it has been accident free and in great condition.",0,0,0,0.7738876938819885
439,0,Why are you selling it?,2,2,0,0.4438738226890564
440,0,"starting to expand our family, time for an suv and baby seat.",0,0,0,0.36504650115966797
441,0,I can give you 17000. That will buy a lot of diapers.,3,3,0,0.4404849708080292
442,0,I need the SUV. That is just way too low for me. Sorry you need to come way up.,3,7,0,0.7740811705589294
443,0,"I can do 20,000 if you throw in a 3 year warranty to cover any repairs that might naturally arise",5,5,0,0.4442169964313507
444,0,"There is a warranty in place, so that is not a problem. But I need a minimum of 25000",6,4,0,0.7747331857681274
445,0,How long is the warranty?,1,1,0,0.44437795877456665
446,0,Ten more years.,0,0,0,0.8062427043914795
447,0,22500 and you got a deal,6,6,0,0.7448463439941406
448,0,"nO SORRY i am firm on the 25,000 being my lowest offer.",6,6,0,0.5350936055183411
449,0,Can't do it.,0,6,0,0.38664063811302185
450,0,Hello how are you?,0,0,1,0.2930907607078552
451,0,"I am great, how are you? I see you're interested in my Blu RD H1 cell phone",0,0,1,0.3537178337574005
452,0,Yes I don't know much about it. Is 16,0,0,1,0.36945268511772156
453,0,"It's a lovely phone -- it's got 16gb of internal storage space, expandable up to 32gb. It also has 2gb ram and a nice 3ghz quad core processor, making it a powerhouse for productivity and playing games flawlessly",0,0,1,0.34783244132995605
454,0,How old is the phone?,1,1,1,0.34257593750953674
455,0,"it came out a year ago, but this one I am selling I've only had for 3 months. I'm only selling because I have decided to go with iPhone instead of Android because of work. The phone comes with a case, which has been on it since the moment I took it out of the bxo",0,0,1,0.34201741218566895
456,0,What color is the case?,1,1,1,0.34126752614974976
457,0,"Black and blue, silicone case with a hard shell and raised corners for extra protections",0,0,1,0.34562015533447266
458,0,I need to get it cheaper what is best you can do?,3,3,1,0.3420321047306061
459,0,"I can do $40. The phone goes for $60 new on Amazon and I've only had it 3 months, plus it comes with the case that cost $20. It's a great deal. Also includes the factory charger",5,4,1,0.3412708044052124
460,0,Ok I can do that.,0,0,1,0.7588567137718201
461,0,Sounds great!,0,0,1,0.8495051860809326
462,0,What would you like to know about the Ipad I am selling?,0,0,1,0.5634214878082275
463,0,There condition in absolutely fine?,1,2,1,0.8103199005126953
464,0,Yes. I always kept in a case and only used it about once a month.,0,0,1,0.4538887143135071
465,0,"Okay, well I can give you $175 today for it?  Can you do that for me?",3,3,1,0.37468934059143066
466,0,I was hoping to get a little more. Can you go a bit higher?,3,3,1,0.36085566878318787
467,0,$180?,3,3,1,0.7772167325019836
468,0,This is in mint condition with the charger and original box. How about 190?,5,4,1,0.7287955284118652
469,0,"I'm sorry, the most I can spend is $185",7,6,1,0.7191196084022522
470,0,185 is agreeable. Thanks.,0,0,1,0.8454205989837646
471,0,Thank you!,0,0,1,0.8627089262008667
472,0,i like to buy this product,0,0,0,0.2722792327404022
473,0,Hello. Are you interested in the phone?,0,0,0,0.3399626612663269
474,0,Sure. It's $10 for all the batteries.,0,0,0,0.7537388801574707
475,0,can you give it for 6.5,3,3,0,0.8494658470153809
476,0,I can go $8.,3,3,0,0.46664372086524963
477,0,how about 7,3,3,0,0.37368375062942505
478,0,I'll tell you what. If you can do $8. I'll throw in a spare charger.,5,5,0,0.7979257702827454
479,0,7.5 $ will be a good deal for both of us. what do you say,3,0,0,0.8255293369293213
480,0,Okay $7.50 but no charger. Deal?,5,0,0,0.8568158149719238
481,0,deal,0,0,0,0.864889919757843
482,0,Pleasure doing business with you!,0,0,0,0.8651964068412781
483,0,thank you,0,0,0,0.8649346232414246
484,0,What a great car. How many miles does it have?,1,1,0,0.2698633074760437
485,0,"Hi, It has 234K miles on it,mainly highway miles from traveling to work.",0,0,0,0.3253862261772156
486,0,That's fairly high mileage. How does it run?,1,1,0,0.5946539044380188
487,0,Yes it is alot of mileage but mainly from highway use. I have never had any problems with the truck other than usual maintenance like new brakes and tires. I have had the oil changed every 3000 miles as well. The truck still runs like new !,0,0,0,0.4008498191833496
488,0,How many owners?,2,1,0,0.355610728263855
489,0,"I am the only owner, I bought it new in 2010.",0,0,0,0.34787094593048096
490,0,What else can you tell me about it?,1,1,0,0.5581246018409729
491,0,"Well, It has power windows and door locks , power seats, air conditioning, a cd player, a tow-package, bedliner , side steps and chrome factory wheels. The interior is clean. I recently had new brakes and tires.",0,0,0,0.39328643679618835
492,0,I can offer you $8740.,3,3,0,0.3854430615901947
493,0,"Well, I really need to get rid of it because I am moving but dont want to go that low. How about 9500",3,3,0,0.3835868239402771
494,0,I could do $9100 if you have a mechanic inspect it for me.,5,5,0,0.38314804434776306
495,0,9200 and I will have a mechanic inspect t for you,5,5,0,0.467418909072876
496,0,OK. Deal.,0,0,0,0.8122788667678833
497,0,Great I will send you the offer!,0,0,0,0.8581815361976624
498,0,Hello,0,0,0,0.4754384756088257
499,0,"Good evening, how are you?",0,0,0,0.413264662027359
500,0,"Doing well, thanks. Hope you are",0,0,0,0.37311118841171265
501,0,Yes.  So you are interested in the tandem bicycle?,0,0,0,0.3640207350254059
502,0,"Yes.  If I can pick it up, Would you be willing to accept $1800 for it?",3,5,0,0.3464580178260803
503,0,"If you can pick it up, I would gladly go $2100 on it.  It is a really nice tandem.",3,0,0,0.342201828956604
504,0,I do see it is a nice tandem,0,0,0,0.3414306938648224
505,0,I will even warranty the tandem for a full 12 months.,5,5,0,0.35025012493133545
506,0,Does it come with any additional items or anything I need to purchase to use it,1,1,0,0.3431337773799896
507,0,"You will not need to purchase anything to use it, it comes ready to use.",0,0,0,0.47741803526878357
508,0,Ok I would like to buy it but the max I can pay is $2000.  Will that work for you?,7,3,0,0.3723398447036743
509,0,Deal.  $2000 it is.,0,0,0,0.3635948896408081
510,0,Great! Thank you,0,0,0,0.5083101391792297
511,0,"The apartment looks great, are utilities included in the rent?",1,1,0,0.26904335618019104
512,0,"Yes, utilities are included! Utilities include electrcity, water, and cable.",0,0,0,0.32509857416152954
513,0,"Perfect, what is the average age of other students living in the apartment complex?",1,1,0,0.33795416355133057
514,0,"Most of our residents are undergrads at Cal University, so the age can range from 18-24.",0,0,0,0.34039539098739624
515,0,Awesome I'm actually 21 soooo that works.,0,0,0,0.34088391065597534
516,0,You would fit in fine with our other residents!,0,0,0,0.34105467796325684
517,0,"My only concern is that I have tight budget this semester because I'm not able to get my financial aid this semester from Cal State, I was really hoping to pay no more then $1800 for rent.",7,7,0,0.46409741044044495
518,0,"Well at ABSW Apartments we know how finacilly tight some college students can be, so we actually offer $500 off monthly rent if you are willing to work at apartment complex. This work can include working in our leasing office to help keeping the grounds clean and even giving tours to potenital residents...would you be interested in this?",5,5,0,0.3697182238101959
519,0,OMG I have been looking for a part time time job! This would be so perfect.,0,0,0,0.3797222375869751
520,0,"Great! So that $1950 a month would actually become $1,450 a month. You must be able to work at least 20-25 hours a week, including weekends. We can go over the exact details when you come in to sign your paperwork.",0,0,0,0.47413596510887146
521,0,"Hello, I might be interested in your chair?",0,0,0,0.3172726035118103
522,0,"Great, do you have any questions regarding the chair?",0,0,0,0.3392772972583771
523,0,"Well, why are you selling it?",2,2,0,0.3413914442062378
524,0,I am moving and bought new furniture and it doesnt match the color scheme anymore.,0,0,0,0.34133225679397583
525,0,"Well, I guess if you can't use it any more, I'd be willing to offer $40 to take it off your hands.",3,3,0,0.34107303619384766
526,0,"I appreciate the offer, but the chair is still basically brand new and I was looking for about $150 for it",3,4,0,0.34098386764526367
527,0,$150? I wouldn't have even looked at your listing if it was over $100!,3,4,0,0.7393620014190674
528,0,"I completely understand, it is 1 of a kind though. How about $95?",3,3,0,0.4360977113246918
529,0,At $95 you'd have to throw in the trombone in the picture too. I'd be willing to meet you at $60.,5,5,0,0.36640018224716187
530,0,I think I can meet at $60. Thanks for doing business.,0,0,0,0.7442299127578735
531,0,"Okay, great. I'll be by your house tonight to get the chair.",0,0,0,0.8347116708755493
532,0,hi,0,0,0,0.26900458335876465
533,0,"Hello, I'm interested in renting the apartment in your listing.",0,0,0,0.3250467777252197
534,0,"yes it's a lovely place, nice neighbors and neighborhood, new carpeting, 2 bath and 2 huge bedrooms",0,0,0,0.3374604284763336
535,0,Are there any problems with the apartment?,2,2,0,0.3507583737373352
536,0,it's just too big,0,0,0,0.3432927429676056
537,0,"Well, I'm interested, but the list price is too high.",3,3,0,0.3414844274520874
538,0,I could go to 2500 if that helps,3,3,0,0.3411453366279602
539,0,"Oh wow, I don't know. What I would like to pay is $1422. I couldn't even come close to $2500 unless there were some serious incentives.",3,3,0,0.3500830829143524
540,0,"I could pay the utilities for you for a max 150 a month, sounds fair ? I will even reserve two parking spaces for you",5,5,0,0.34308063983917236
541,0,"Well, that's a lot closer, but I guess my problem is the area sounds really crowded. For example, right now I live in a very rural area, in fact if I see another person on an average day that's way too many people. I'm not even sure why I'm moving to California, since when the weather gets over 80 I get migraines :(",3,7,0,0.34150418639183044
542,0,"yeah but it's not that crowded, I am sure you will like the summer breaze and the people are nice.",4,0,0,0.34109312295913696
543,0,"But they are Californians, and I'm philosophically opposed to the idea of California :(  Well, I guess the best I can offer would be $1600, I hope you can accept it.",6,7,0,0.3422141373157501
544,0,Hello,0,0,1,0.2790167033672333
545,0,hello,0,0,1,0.3384235203266144
546,0,"I saw your listing for the flip phone, and was interested in buying it from you. How much has it been used so far?",2,1,1,0.3403921127319336
547,0,It has been previously used for only 3 weeks,0,0,1,0.3522982597351074
548,0,"That is a reasonable amount of time, do you happen to have a headset or any devices for hands free capabilities to pair with it?",1,1,1,0.34351420402526855
549,0,"It's like new, the use on the phone was minimal. The phone is equipped with push to talk (hands free) and accessories with the manual for the phone",0,0,1,0.343375563621521
550,0,"That sounds good, I'm willing to pay $30 for it, accessories included. Does this sound reasonable for you?",3,5,1,0.3529793620109558
551,0,Accessories are included. Could you do $35? It's listed for $39 currently.,3,4,1,0.34366780519485474
552,0,"I didn't want to pay too much for a new phone, so I was hoping $30 would be good for you. Would an extra $2 be alright with you?",3,3,1,0.3416254222393036
553,0,"Sure, $32 is good with me.",0,0,1,0.6743625998497009
554,0,Thank you very much!,0,0,1,0.8409824967384338
555,0,"Hi, wondering how tall the table is",1,1,1,0.26894256472587585
556,0,it is about 30 inches. It is in good condition,0,0,1,0.32626810669898987
557,0,"It looks nice, whats the lowest you are willing to go on selling it?",0,3,1,0.5496128797531128
558,0,It has a broken corner but it is hard to notice. I think I will go with 99,0,4,1,0.8244458436965942
559,0,"Oh, well if it has a defect, I would be willing to go closer to 75 then",3,4,1,0.86075758934021
560,0,How about 85?,3,3,1,0.47156816720962524
561,0,"hmm, if you deliver we have a deal",5,5,1,0.5852605700492859
562,0,Do you live in the area?,0,0,1,0.8295457363128662
563,0,yes,0,0,1,0.861595094203949
564,0,Ok.. Sure..,0,0,1,0.8653715252876282
565,0,"Hello, I am very interested in these items, can you tell me anything about them?",1,0,1,0.268941730260849
566,0,"Hi sure. Its a his and hers matching solid walnut end tables. Its refinished and is danish, modern and a vintage.",0,0,1,0.3283548355102539
567,0,Is there any scratches on them?,2,2,1,0.7005172371864319
568,0,No scratches,0,0,1,0.4259713590145111
569,0,What is the price you are asking,1,1,1,0.36030808091163635
570,0,$450 is the price. Its a vintage and I guarantee you that you can't go wrong wit it. Its an absolute beauty.,0,0,1,0.34865421056747437
571,0,Well I am willing to pick them up.  The absolute best that I can do is 200.,5,5,1,0.7047585248947144
572,0,That's too low for it. Its a unique piece and its an antique. I can give you for $400 last,6,4,1,0.5175665616989136
573,0,Will you throw in a warranty with it?,5,5,1,0.7386519908905029
574,0,Yes I will absolutely!,0,0,1,0.8267779350280762
575,0,"K, I will take it for 375?",3,0,1,0.4937865436077118
576,0,$400 take it or leave it,6,6,1,0.7340354323387146
577,0,"Hello, I'mm interested in learning more about the apartment near Montclaieew (2 BR/1 Bath, 1 LR and balcony). I don't see a balcony in the image. Do you have more images?",1,0,0,0.2799563705921173
578,0,I do not - sorry,0,0,0,0.34753695130348206
579,0,How much are you currently getting as rent for the property?,1,1,0,0.7623452544212341
580,0,2100 a month,0,0,0,0.45622187852859497
581,0,Did your tenant recently move out?,1,1,0,0.4651305079460144
582,0,Yes,0,0,0,0.44815370440483093
583,0,Loing term tenant with lease?,1,1,0,0.8012599945068359
584,0,Yes. They left,0,0,0,0.6217727661132812
585,0,Thanks. I apologize for th etypos - cat on keyboard. Pets welcomed?,1,1,0,0.8048738241195679
586,0,No pets and no smoking,0,0,0,0.621885359287262
587,0,"Is there a reason for ""no pets""? (Mine are up-to-date on vaccines and obedience trained).",0,2,0,0.42164555191993713
588,0,"Hello, are you interested in this vehicle?",0,0,1,0.29337549209594727
589,0,Yes I am.  Does the vehicle have a sun roof?,1,1,1,0.33591631054878235
590,0,"No sun roof, they were notorious for leaking so when I picked up the vehicle I chose a model without the sun roof.",0,0,1,0.36345046758651733
591,0,Okay.  I was really hoping for a sun roof.   Could you do $3400?,3,3,1,0.3462415635585785
592,0,"Well, that's a little less than I was hoping for. Could you come up to $3750?",3,3,1,0.34759190678596497
593,0,I can come up to 3450,3,3,1,0.35745176672935486
594,0,"Everything in this car runs great, and I'm willing to have it cleaned and detailed. I'll even throw in a little pine tree air fresher, and whatever cd is still in the cd player. All that, for only $3650?",5,5,1,0.35971954464912415
595,0,Can we meet in the middle at $3500?,3,3,1,0.38990217447280884
596,0,"Well, I could go as low as $3600, if you're willing to come pick the car up yourself?",5,5,1,0.4180043339729309
597,0,Yes I can pick it up myself.,0,0,1,0.6683706045150757
598,0,"Okay, well, if you'll come pick it up, I'll do $3550.",5,0,1,0.6429817080497742
599,0,Pefect.,0,0,1,0.8377732038497925
600,0,"Okay, great :)",0,0,1,0.8621996641159058
601,0,Are you interested in this vintage side table?,0,0,0,0.31718385219573975
602,0,Yes indeed,0,0,0,0.6038349270820618
603,0,"Do you have any questions? I can tell you that it has not been restored and the asking price is $135, but I am willing to negotiate.",0,0,0,0.402317613363266
604,0,"Before we talk price, why wouldn't I want this, Whats wrong with it?",2,2,0,0.35982391238212585
605,0,I can't think of any reason why you wouldn't want this table. It has the expected wear and tear of it being perfectly vintage but other than that it's a beautiful table with smooth working drawers and a very sturdy base.,0,0,0,0.34531012177467346
606,0,Why haven't you bothered restoring it?,2,2,0,0.3467997908592224
607,0,"To keep it as vintage as possible, and for the buyer to restore it as they want, should they see fit.",0,0,0,0.3423829972743988
608,0,"Well I really can't justify paying $135 for an old side table, I have a budget of $55, so I can do that if you deliver it.",5,5,0,0.34150099754333496
609,0,"That's quite the drop in price, especially for delivery. I think with delivery added I'll take $100 for it.",3,3,0,0.341098427772522
610,0,"I can do $80 and pick it up, meet you sort of in the middle there.",5,5,0,0.3458463251590729
611,0,"Well, I think we have a deal then. $100 it is, sir.",3,0,0,0.7731813192367554
612,0,"No, $80.",6,0,0,0.8393731713294983
613,0,That's right. $80. I'm sorry about that.,0,0,0,0.8480812907218933
614,0,"Ok thanks, We'll do $80.",0,0,0,0.6820785403251648
615,0,Hello,0,0,1,0.4832839071750641
616,0,"Hey, so I have a great car for sale here. Honda's have always treated me well.",0,0,1,0.5990167856216431
617,0,"Looks interesting, how many miles are on it?",1,1,1,0.40121936798095703
618,0,"Only 95,000. It runs great, very fuel efficient",0,0,1,0.35626891255378723
619,0,"What's the story behind the salvaged title? That seems like a pretty serious red flag. You're asking $4,700 for a pretty old car with a lot of miles on it.",2,2,1,0.34503811597824097
620,0,It was just a little bump I got fixed up after the accident. I claimed it as a salvaged car for insurance purposes.,0,0,1,0.34188416600227356
621,0,"I see. Well, considering the age and condition. Multiple owners, the salvaged title and all that... I could give you $3,000 for it.",3,4,1,0.3411632478237152
622,0,"I don't know about that. It's a strong car, very dependable it's Japanese. The part's total to $4000 alone.",4,4,1,0.34100255370140076
623,0,"Understood.  But based on the age and condition. I guess I could do $3,750 as my very best and final offer.",6,6,1,0.3410988450050354
624,0,"Look, I'll give you a week return policy and we'll make it $3,900. The extra $150 is your peace of mind and my garunentee you'll love the car.",5,5,1,0.34161797165870667
625,0,You've got yourself a deal!,0,0,1,0.7262144088745117
626,0,Thanks a lot.,0,0,1,0.5544203519821167
627,0,Are you real?,0,1,0,0.26911428570747375
628,0,Yes sir. I am also very interested in this case,0,0,0,0.38096025586128235
629,0,"Thank god, is $8 too much for you?",0,3,0,0.3500279188156128
630,0,only slighlty I had a budget of 7 dollars,7,7,0,0.34591764211654663
631,0,"I know that feel, I need to get rid of these asap. Any chance you can go up? You can get this case cheaper, but it'll ship from China.",0,5,0,0.3420979380607605
632,0,Well if you could get it to me tomorrow I could go up to 7.50,5,5,0,0.3441255986690521
633,0,"It's a deal, I'll stop by early in the morning.",0,0,0,0.7074952721595764
634,0,Oh you are willig to do it for 7 after all?,3,0,0,0.4938444495201111
635,0,"oh, I meant yes to the $7.50.",0,0,0,0.7471070289611816
636,0,ok well we cant change it but for refrence we agreed to 7.50. Thank you very much.,0,0,0,0.4439646005630493
637,0,Hey there. is the backup camera useful to you?,0,0,0,0.2699081003665924
638,0,"This was my first car with a camera in it. I don't think I'll ever buy another car without it. When you get it, you think ""I'll never use that"" but then you come to rely on it more and more.",0,0,0,0.3256593644618988
639,0,Huh. interesting. What's the mileage on the car?,2,1,0,0.33770400285720825
640,0,"It's got just under 45,000 miles.",0,0,0,0.3408504128456116
641,0,that's right around the average for about 4 year old car.. Tell you what? I like the car so i,0,2,0,0.3411099910736084
642,0,Yes?,0,0,0,0.34160205721855164
643,0,sorry my chat was misbehaving. i was going to say I'll give you 5000. I'll come and pick it up,5,5,0,0.34115463495254517
644,0,Make it 6000 and you have a deal. IF you come get it THIS WEEK. We're moving out of state so I have to get rid of it quick.,5,5,0,0.341175377368927
645,0,6000 it is then. it's a deal,0,0,0,0.3422355055809021
646,0,Deal,0,0,0,0.36151909828186035
647,0,Hello How are you?,0,0,1,0.28647515177726746
648,0,"Hi, I am great, how about you? I think your apartment is just what I am looking for.",0,0,1,0.3544628918170929
649,0,I am fine and thanks for asking,0,0,1,0.36647656559944153
650,0,Can you tell me if you have any first floor apartments available?,1,1,1,0.3468991816043854
651,0,I have a town home building with 2bedroom/ 2.5 bath,0,0,1,0.3489452600479126
652,0,"Sounds nice, how far fro the train stations is it?",1,1,1,0.34293800592422485
653,0,half mile,0,0,1,0.4248979389667511
654,0,"Good, would you take 2800? I would need a 13 month lease.",3,3,1,0.3602507710456848
655,0,"I am sorry its actually 4092,please tell me a close number",3,3,1,0.363994836807251
656,0,"Well , the most I could do would be 3700.",6,6,1,0.7848799228668213
657,0,"Great ,lets make a deal then",0,0,1,0.8512641191482544
658,0,Ok sounds great I will be over to sign the lease.,0,0,1,0.8531853556632996
659,0,how we doing today,0,0,0,0.4527471661567688
660,0,great you?,0,0,0,0.5655668377876282
661,0,good ok so lets get down to business,0,0,0,0.6068507432937622
662,0,You're looking to buy some tires? These are pristine,0,0,0,0.40989822149276733
663,0,i need them badly however I have a little financial problem ;),7,7,0,0.3574141263961792
664,0,"I'm flexible on price, how much are you thinking?",3,0,0,0.3450356721878052
665,0,"i am thinking towards the nine hundred area , is that good for you?",3,3,0,0.34205034375190735
666,0,I can't go quite that low. How about we meet in the middle at $1000?,3,3,0,0.3787241578102112
667,0,"I would be willing to do that  if you deliver it to me , because I am 200 miles out, ok",5,5,0,0.38739079236984253
668,0,"Yes, I can definitely do that.",0,0,0,0.7994192838668823
669,0,ok good day then,0,0,0,0.8568311333656311
670,0,Hi.  I am interested in the truck you have for sale.  Could you tell me about it' accident history?,2,1,1,0.2879098951816559
671,0,"My truck here, who me and my boys call the Yellow Jacket, has no accidents, you can even look it up on that fox car deal. It was well maintained and I keep up with the oil change.",0,0,1,0.3300582766532898
672,0,"WHen you say no check engine light, do you mean there IS no check indicator or it doesn't work?",2,2,1,0.35996901988983154
673,0,"the indicator is what I meant, Its a good truck she been with me thick and thin, haul big loads so if you need a work truck here you go or even just cause you like trucks this one is for you.",0,0,1,0.3461596369743347
674,0,"I am actually looking at it for my son. He has gotten a summer job working on a farm.  But that check engine light is an important thing i may have to have replaced.  Will you accept $3,100 for the truck?",3,2,1,0.78605717420578
675,0,"I can do at  $3,400 and get this gal I know who does tax, title and license all for this price . the no check engine light comment means it is not on so that means no problems its a good truck lets get that going today?",5,5,1,0.470160573720932
676,0,Oh. that makes more sense.  I cannot go above $3200.,6,6,1,0.371368408203125
677,0,"For a 2001 Dodge ram with only 184k miles well maintained you getting a steal, lets do $3300 and I get you some seat covers too to protect the already clean seats since it going to be your boys truck",5,5,1,0.34861212968826294
678,0,No seat covers are needed.  $3220 and i can pick it up day and you will have a deal.,5,5,1,0.3646741509437561
679,0,Okay I take it,0,0,1,0.7891542911529541
680,0,Hi. Is your sub box still for sale?,0,0,0,0.37688156962394714
681,0,Yes it is.,0,0,0,0.47231733798980713
682,0,The picture isn't visible. Can you tell me what color it is?,1,1,0,0.37107744812965393
683,0,"Yes, I'm not sure why the picture isn't visible. The box is stained in a redwood semi transparent stain.",0,0,0,0.34959548711776733
684,0,Cool. Did you build it?,1,1,0,0.3500041961669922
685,0,"Yes, it is a custom design. I did have help with the fabrication.",0,0,0,0.3450477719306946
686,0,Any damage to it?,2,2,0,0.3427508473396301
687,0,No damage at all it is still mint.,0,0,0,0.34158387780189514
