,B2,B4,Turn,Unit,er_label_1,ee_label_1,er_label_2,ee_label_2,neg,neu,pos
2126,20180808-001810_178_live,1,8,thank you so much!,,other,,,0,0.518,0.482
2127,20180808-001810_178_live,1,8,do i close this window now,,other,,,0,1,0
2128,20180808-001810_178_live,0,9,Okay sounds good.,other,,,,0,0.172,0.828
2129,20180808-001810_178_live,0,9,Take a look at the site and have a good day!,closing,,,,0,0.715,0.285
2130,20180808-001810_178_live,0,9,Bye.,closing,,,,0,1,0
2131,20180808-001810_178_live,1,9,have a great day,,closing,,,0,0.328,0.672
2132,20180808-075816_12_live,0,0,Have you heard of the Save the Children non profit organization?,source-related-inquiry,,,,0,0.596,0.404
2133,20180808-075816_12_live,1,0,"Hello, yes I have but I am not sure what the charity works towards",,ask-org-info,,,0.144,0.53,0.327
2134,20180808-075816_12_live,0,1,"It is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,,,,0,0.581,0.419
2135,20180808-075816_12_live,1,1,Ah ok very nice.,,acknowledgement,,,0,0.274,0.726
2136,20180808-075816_12_live,1,1,It sounds like a good charity.,,positive-reaction-to-donation,,,0,0.196,0.804
2137,20180808-075816_12_live,1,1,Are you thinking of donating to it?,,ask-persuader-donation-intention,,,0,1,0
2138,20180808-075816_12_live,0,2,I am thinking about it.,self-modeling,,,,0,1,0
2139,20180808-075816_12_live,0,2,I was hoping you would think about it too.,self-modeling,,,,0,0.714,0.286
2140,20180808-075816_12_live,0,2,It just sucks that millions of Syrian children have grown up facing the daily threat of violence.,emotion-appeal,,,,0.417,0.583,0
2141,20180808-075816_12_live,0,2,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,,,,0.487,0.513,0
2142,20180808-075816_12_live,0,2,This makes me angry and was wondering if it did the same for you?,emotion-appeal,,,,0.202,0.798,0
2143,20180808-075816_12_live,1,2,"Yes, I definitely understand you.",,acknowledgement,,,0,0.27,0.73
2144,20180808-075816_12_live,1,2,It is very difficult to see on the news what is happening in Syria and the violence and terrorism that is going on in the country,,positive-reaction-to-donation,,,0.333,0.667,0
2145,20180808-075816_12_live,0,3,I know it is crazy.,acknowledgement,,,,0.444,0.556,0
2146,20180808-075816_12_live,0,3,Sometimes I think about the little things I buy.,personal-story,,,,0,1,0
2147,20180808-075816_12_live,0,3,Like yesterday I had a craving for candy so I bought a bag of smarties for $2.79.,personal-story,,,,0,0.679,0.321
2148,20180808-075816_12_live,0,3,Sometimes I wonder how much it could help someone else instead of just satisfying my cravings.,personal-story,,,,0,0.695,0.305
2149,20180808-075816_12_live,1,3,Yes that is very true.,,acknowledgement,,,0,0.341,0.659
2150,20180808-075816_12_live,1,3,I usually donate $1.00 or $2.00 at restaurants or stores whenever they ask me if I would like to donate.,,positive-reaction-to-donation,,,0,0.872,0.128
2151,20180808-075816_12_live,1,3,I think it is the least I could do.,,positive-reaction-to-donation,,,0,1,0
2152,20180808-075816_12_live,0,4,That is nice.,acknowledgement,,,,0,0.417,0.583
2153,20180808-075816_12_live,0,4,I try to do the same if I have the extra money.,logical-appeal,,,,0,1,0
2154,20180808-075816_12_live,0,4,Usually it is not something I am a strong believer in though.,logical-appeal,,,,0.231,0.769,0
2155,20180808-075816_12_live,0,4,I really like helping others that in third world countries that have no idea what wealth is.,logical-appeal,,,,0.097,0.529,0.374
2156,20180808-075816_12_live,1,4,Yes I understand.,,acknowledgement,,,0,0.27,0.73
2157,20180808-075816_12_live,1,4,I have been to third world countries in South America and seeing the living conditions of some people is very tough.,,positive-reaction-to-donation,,,0.086,0.914,0
2158,20180808-075816_12_live,1,4,The poverty there is a lot higher than what we are used to seeing and it can be shocking.,,positive-reaction-to-donation,,,0.273,0.727,0
2159,20180808-075816_12_live,0,5,I have only been to Mexico and that was an eye opener.,personal-story,,,,0,1,0
2160,20180808-075816_12_live,0,5,One dollar is so valuable to them.,personal-story,,,,0,0.601,0.399
2161,20180808-075816_12_live,0,5,It is crazy!,personal-story,,,,0.574,0.426,0
2162,20180808-075816_12_live,1,5,Yes I know.,,acknowledgement,,,0,0.27,0.73
2163,20180808-075816_12_live,1,5,Any amount of money can help.,,positive-reaction-to-donation,,,0,0.649,0.351
2164,20180808-075816_12_live,1,5,"I think that we take many things for granted such as running water, and always having food on the table.",,positive-reaction-to-donation,,,0,0.9,0.1
2165,20180808-075816_12_live,0,6,Right!,acknowledgement,,,,0,1,0
2166,20180808-075816_12_live,0,6,I think I am going to give a small portion of my hit payment to save the children.,self-modeling,,,,0,0.814,0.186
2167,20180808-075816_12_live,0,6,Would you be willing to donate some of your hit money?,proposition-of-donation,,,,0,1,0
2168,20180808-075816_12_live,1,6,"Yes, I would be willing to donate a small portion as well.",,agree-donation,,,0,0.625,0.375
2169,20180808-075816_12_live,1,6,I think it would really help them out,,agree-donation,,,0,0.667,0.333
2170,20180808-075816_12_live,0,7,That is great!,acknowledgement,,,,0,0.313,0.687
2171,20180808-075816_12_live,0,7,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
2172,20180808-075816_12_live,0,7,You can choose any amount from $0 to all your payment.,donation-information,,,,0,1,0
2173,20180808-075816_12_live,1,7,"Ok, that's great.",,positive-reaction-to-donation,,,0,0.137,0.863
2174,20180808-075816_12_live,1,7,I happy to help them.,,positive-reaction-to-donation,,,0,0.238,0.762
2175,20180808-075816_12_live,1,7,Every month I always try to donate a little to charity,,positive-reaction-to-donation,,,0,0.76,0.24
2176,20180808-075816_12_live,0,8,How much would you like to donate?,ask-donation-amount,,,,0,0.706,0.294
2177,20180808-075816_12_live,0,8,The research team will collect all donations and send it to Save the Children.,donation-information,,,,0,0.802,0.198
2178,20180808-075816_12_live,1,8,I would like to donate $.50,,provide-donation-amount,,,0,0.615,0.385
2179,20180808-075816_12_live,0,9,That is amazing!,thank,,,,0,0.328,0.672
2180,20180808-075816_12_live,0,9,Thank you so much.,thank,,,,0,0.545,0.455
2181,20180808-075816_12_live,0,9,I wonder how much 50 cents converts to for them.,other,,,,0,1,0
2182,20180808-075816_12_live,0,9,It is probably at least like 5 dollars.,other,,,,0,0.706,0.294
2183,20180808-075816_12_live,0,9,Thanks again!,thank,,,,0,0.239,0.761
2184,20180808-075816_12_live,1,9,Yes anything I can do to help.,,you-are-welcome,,,0,0.426,0.574
2185,20180808-075816_12_live,1,9,I hope that it makes a difference!,,positive-reaction-to-donation,,,0,0.556,0.444
2186,20180808-075816_12_live,0,10,have a good one!,closing,,,,0,0.385,0.615
2187,20180808-081317_142_live,0,0,Hello new friend!,greeting,,,,0,0.364,0.636
2188,20180808-081317_142_live,1,0,"Hello, how are you today?",,greeting,,,0,1,0
2189,20180808-081317_142_live,0,1,Not bad.,greeting,,,,0,0.26,0.74
2190,20180808-081317_142_live,0,1,I'm here to talk to you today about Save The Children.,source-related-inquiry,,,,0,0.758,0.242
2191,20180808-081317_142_live,1,1,"Ok, please explain, sounds like a wonderful charity",,ask-org-info,,,0,0.129,0.871
2192,20180808-081317_142_live,0,2,"Well they do a lot of good work in Africa, but you might be suprised how much work they actually do right here in the US.",credibility-appeal,,,,0,0.868,0.132
2193,20180808-081317_142_live,1,2,I was not aware there were many children in need of help in the US,,other,,,0,0.828,0.172
2194,20180808-081317_142_live,0,3,Have you ever seen the rate of illiteracy ?,task-related-inquiry,,,,0.293,0.707,0
2195,20180808-081317_142_live,1,3,"No, I thought Save The Children was about food distribution to those that are hungry.",,ask-org-info,,,0.126,0.69,0.184
2196,20180808-081317_142_live,0,4,They do everything.,credibility-appeal,,,,0,1,0
2197,20180808-081317_142_live,0,4,Food is just one part of it.,credibility-appeal,,,,0,1,0
2198,20180808-081317_142_live,1,4,Interesting.,,acknowledgement,,,0,0,1
2199,20180808-081317_142_live,1,4,I was unaware.,,acknowledgement,,,0.643,0.357,0
2200,20180808-081317_142_live,1,4,Any child that needs help deserves it.,,positive-reaction-to-donation,,,0,0.69,0.31
2201,20180808-081317_142_live,0,5,That's exactly the philosophy I like to hear.,other,,,,0,0.706,0.294
2202,20180808-081317_142_live,1,5,What is your recommendation on how we can help,,task-related-inquiry,,,0,0.748,0.252
2203,20180808-081317_142_live,0,6,Any donation will help.,proposition-of-donation,,,,0,0.526,0.474
2204,20180808-081317_142_live,0,6,Even if it's small.,foot-in-the-door,,,,0,1,0
2205,20180808-081317_142_live,0,6,Economies of scale actually make it so a donation becomes much more than one would think.,foot-in-the-door,,,,0,1,0
2206,20180808-081317_142_live,1,6,That makes sense.,,acknowledgement,,,0,1,0
2207,20180808-081317_142_live,1,6,Is there a way to donate other items such as clothes or my time?,,ask-donation-procedure,,,0,1,0
2208,20180808-081317_142_live,0,7,"In this particular format, we can only accept money.",donation-information,,,,0,0.755,0.245
2209,20180808-081317_142_live,0,7,"There areas that you can volunteer too, if you have the skillset.",donation-information,,,,0,1,0
2210,20180808-081317_142_live,1,7,Ok that is good to know.,,acknowledgement,,,0,0.44,0.56
2211,20180808-081317_142_live,1,7,What was the monetary donation you were seeking?,,ask-donation-procedure,,,0,1,0
2212,20180808-081317_142_live,0,8,I was thinking a dollar to start with would be wonderful.,donation-information,,,,0,0.684,0.316
2213,20180808-081317_142_live,1,8,How would this donation be made?,,ask-donation-procedure,,,0,1,0
2214,20180808-081317_142_live,0,9,I believe you can do it it in the chat.,donation-information,,,,0,1,0
2215,20180808-081317_142_live,1,9,Ok that sounds easy enough.,,acknowledgement,,,0,0.37,0.63
2216,20180808-081317_142_live,0,10,So would you like to throw these wonderful kills a buck ?,ask-donation-amount,,,,0.206,0.413,0.381
2217,20180825-064038_102_live,0,0,Hi how are you?,greeting,,,,0,1,0
2218,20180825-064038_102_live,1,0,Fine how are you?,,greeting,,,0,0.625,0.375
2219,20180825-064038_102_live,0,1,I am well,greeting,,,,0,0.323,0.677
2220,20180825-064038_102_live,1,1,What is your favorite childrens charity,,personal-related-inquiry,,,0,0.408,0.592
2221,20180825-064038_102_live,0,2,Well I recently heard about Save the Children Charity.,credibility-appeal,,,,0,0.382,0.618
2222,20180825-064038_102_live,0,2,They donate money to help children in developing countries.,credibility-appeal,,,,0,0.748,0.252
2223,20180825-064038_102_live,0,2,Have you heard about them?,source-related-inquiry,,,,0,1,0
2224,20180825-064038_102_live,1,2,Yes I have heard of them.,,positive-to-inquiry,,,0,0.597,0.403
2225,20180825-064038_102_live,1,2,They do a lot for kids,,positive-to-inquiry,,,0,1,0
2226,20180825-064038_102_live,0,3,Yes they do.,acknowledgement,,,,0,0.426,0.574
2227,20180825-064038_102_live,0,3,They help out a great deal.,credibility-appeal,,,,0,0.306,0.694
2228,20180825-064038_102_live,0,3,My job today is to see if you would be willing to donate any of your earnings to the charity,proposition-of-donation,,,,0,0.872,0.128
2229,20180825-064038_102_live,1,3,At this time I am not willing to do that,,disagree-donation,,,0,1,0
2230,20180825-064038_102_live,0,4,"Okay, well I am supposed to ask you how much of your payment you would like to donate.",other,,,,0,0.683,0.317
2231,20180825-064038_102_live,0,4,Anywhere from zero to the full amount.,other,,,,0,1,0
2232,20180825-064038_102_live,0,4,So I am to understand you do not wish to help any of them?,other,,,,0.291,0.709,0
2233,20180825-064038_102_live,1,4,Yes that is correct,,other,,,0,0.526,0.474
2234,20180825-064038_102_live,0,5,"Okay, well let me give you some details about the charity so we can finish out this conversation.",other,,,,0,0.688,0.312
2235,20180825-064038_102_live,0,5,we need 10 chats each to complete this hit,other,,,,0,1,0
2236,20180825-064038_102_live,1,5,okay im fine with that,,other,,,0,0.448,0.552
2237,20180825-064038_102_live,0,6,"Well one statistic that in 2018 alone over 1,000 children were killed or injured in Syria.",emotion-appeal,,,,0.395,0.515,0.09
2238,20180825-064038_102_live,0,6,This charity's goal is to help them out.,emotion-appeal,,,,0,0.722,0.278
2239,20180825-064038_102_live,1,6,Thats sad so many children were killes,,positive-reaction-to-donation,,,0.341,0.659,0
2240,20180825-064038_102_live,0,7,I know.,acknowledgement,,,,0,1,0
2241,20180825-064038_102_live,0,7,I am not sure the exact details but more about their website is  URL,credibility-appeal,,,,0.11,0.89,0
2242,20180825-064038_102_live,1,7,Thanks for the info I will check it out,,thank,,,0,0.707,0.293
2243,20180825-064038_102_live,0,8,"sorry, i meant  URL",other,,,,0.394,0.606,0
2244,20180825-064038_102_live,0,8,"I know, and I'm not really sure if they would deduct any real money.",other,,,,0.154,0.846,0
2245,20180825-064038_102_live,0,8,Many times they say they will and use their own funding based upon our replies.,other,,,,0,1,0
2246,20180825-064038_102_live,1,8,okay did you choose to donate?,,ask-persuader-donation-intention,,,0,0.725,0.275
2247,20180825-064038_102_live,0,9,"They didn't give me an option, but if they did I would donate the full amount.",self-modeling,,,,0,1,0
2248,20180825-064038_102_live,0,9,"Anyways, I believe we've chatted 10 times.",other,,,,0,1,0
2249,20180825-064038_102_live,0,9,Hopefully our government will do something rather than relying on those of us who are moral to donate.,other,,,,0,0.863,0.137
2250,20180825-064038_102_live,0,9,Have a great day and thanks for the chat!,closing,,,,0,0.451,0.549
2251,20180825-064038_102_live,1,9,I understand you too,,other,,,0,1,0
2252,20180825-075630_493_live,0,0,Hi!,greeting,,,,0,1,0
2253,20180825-075630_493_live,0,0,How are you doing today?,greeting,,,,0,1,0
2254,20180825-075630_493_live,1,0,I'm doing well.,,greeting,,,0,0.488,0.512
2255,20180825-075630_493_live,1,0,How about you?,,greeting,,,0,1,0
2256,20180825-075630_493_live,0,1,"I am great, just enjoying some coffee on my deck.",greeting,,,,0,0.483,0.517
2257,20180825-075630_493_live,0,1,How is the weather for you?,other,,,,0,1,0
2258,20180825-075630_493_live,1,1,"It's cloudy a lot, but otherwise fine.",,other,,,0,0.694,0.306
2259,20180825-075630_493_live,1,1,I was just looking through the morning mail.,,other,,,0,1,0
2260,20180825-075630_493_live,1,1,A request by a children's charity for a donation.,,other,,,0,0.641,0.359
2261,20180825-075630_493_live,0,2,Which charity was the flyer from?,other,,,,0,0.641,0.359
2262,20180825-075630_493_live,0,2,The charity I always donate to is called Save The Children.,self-modeling,,,,0,0.571,0.429
2263,20180825-075630_493_live,0,2,They do wonders for under privileged kids.,credibility-appeal,,,,0,0.674,0.326
2264,20180825-075630_493_live,1,2,I think it was from Save The Children.,,other,,,0,0.652,0.348
2265,20180825-075630_493_live,1,2,So you think they do some actual good?,,ask-org-info,,,0,0.707,0.293
2266,20180825-075630_493_live,0,3,They do for sure.,credibility-appeal,,,,0,0.566,0.434
2267,20180825-075630_493_live,0,3,They feed so Many starving kids and are quick to respond to any crisis.,credibility-appeal,,,,0.374,0.626,0
2268,20180825-075630_493_live,1,3,That's encouraging.,,acknowledgement,,,0,0.227,0.773
2269,20180825-075630_493_live,1,3,Do you usually donate?,,personal-related-inquiry,,,0,1,0
2270,20180825-075630_493_live,1,3,"They're asking for $50, I was thinking more like $20.",,other,,,0,0.741,0.259
2271,20180825-075630_493_live,0,4,I do donate regularly to them.,self-modeling,,,,0,1,0
2272,20180825-075630_493_live,0,4,In fact if you are wanting to donate you can donate a portion of your payment from this directly to Save The Children.,donation-information,,,,0,0.868,0.132
2273,20180825-075630_493_live,0,4,Is that something you would be willing to do?,proposition-of-donation,,,,0,1,0
2274,20180825-075630_493_live,1,4,That's a thought.,,acknowledgement,,,0,1,0
2275,20180825-075630_493_live,1,4,I guess I could do that.,,agree-donation,,,0,1,0
2276,20180825-075630_493_live,1,4,Maybe 1/2 of the payment.,,provide-donation-amount,,,0,1,0
2277,20180825-075630_493_live,0,5,That is wonderful!,thank,,,,0,0.334,0.666
2278,20180825-075630_493_live,0,5,So you are willing to donate half of your payment?,confirm-donation,,,,0,1,0
2279,20180825-075630_493_live,0,5,I will also donate mine.,self-modeling,,,,0,1,0
2280,20180825-075630_493_live,1,5,Okay.,,acknowledgement,,,0,0,1
2281,20180825-075630_493_live,1,5,Let's do that then.,,confirm-donation,,,0,1,0
2282,20180825-075630_493_live,0,6,Great!,acknowledgement,,,,0,0,1
2283,20180825-075630_493_live,0,6,These donations will be able to help so many children!,logical-appeal,,,,0,0.751,0.249
2284,20180825-075630_493_live,1,6,"That's the goal, for sure.",,acknowledgement,,,0,0.635,0.365
2285,20180825-075630_493_live,0,7,It absolutely is!,acknowledgement,,,,0,1,0
2286,20180825-075630_493_live,0,7,I just want to thank you for helping out this great charity.,thank,,,,0,0.317,0.683
2287,20180825-075630_493_live,1,7,Glad to help.,,you-are-welcome,,,0,0.149,0.851
2288,20180825-075630_493_live,1,7,"I have a needy child of my own, and know how desperate that can make you feel.",,positive-reaction-to-donation,,,0.266,0.734,0
2289,20180825-075630_493_live,0,8,Absolutely!,acknowledgement,,,,0,1,0
2290,20180825-075630_493_live,0,8,"I hope you enjoy your day, and if you would like to learn more about this charity, you can visit their website.",closing,,,,0,0.583,0.417
2291,20180825-075630_493_live,1,8,I may do that.,,closing,,,0,1,0
2292,20180825-075630_493_live,1,8,Enjoy your day also.,,closing,,,0,0.484,0.516
2293,20180825-075630_493_live,0,9,Thank you!,thank,,,,0,0.264,0.736
2294,20180825-075630_493_live,1,9,You are welcome.,,you-are-welcome,,,0,0.4,0.6
2295,20180825-081402_621_live,0,0,"Hello, have you have thought of donating to the Save the Children?",proposition-of-donation,,,,0,0.775,0.225
2296,20180825-081402_621_live,1,0,I have considered it.,,positive-reaction-to-donation,,,0,1,0
2297,20180825-081402_621_live,1,0,Have you  ever considered donating to Riley Children's hospital?,,task-related-inquiry,,,0,1,0
2298,20180825-081402_621_live,0,1,"No, I haven't.",negative-to-inquiry,,,,0.688,0.312,0
2299,20180825-081402_621_live,0,1,Did you know that you can donate to the Save the Children today right from this task.,task-related-inquiry,,,,0,0.833,0.167
2300,20180825-081402_621_live,1,1,I did not.,,negative-to-inquiry,,,0,1,0
2301,20180825-081402_621_live,1,1,I am really hoping you would consider donating to Riley Children's hospital.,,other,,,0,0.764,0.236
2302,20180825-081402_621_live,0,2,"Yes, you can donate from $0 to all of your payment from this task to the Save the Children today.",donation-information,,,,0,0.753,0.247
2303,20180825-081402_621_live,1,2,My heart is really with Riley Children's Hospital.,,other,,,0,1,0
2304,20180825-081402_621_live,1,2,They do great things for children with cancer/diseases.,,other,,,0,0.631,0.369
2305,20180825-081402_621_live,1,2,Would you consider donating to them instead.,,other,,,0,1,0
2306,20180825-081402_621_live,0,3,I really have my heart on the Save the Children and the fact that it can be done right from the task makes it so much easier,donation-information,,,,0,0.793,0.207
2307,20180825-081402_621_live,1,3,"That may be true, but I do like Riley Children's hospital as it is local to my area.",,negative-reaction-to-donation,,,0,0.744,0.256
2308,20180825-081402_621_live,0,4,The Save the Children helps people all over the world including here in Amercian,credibility-appeal,,,,0,0.674,0.326
2309,20180825-081402_621_live,1,4,"Yes, but I like to see where my money is going to help.",,negative-reaction-to-donation,,,0,0.51,0.49
2310,20180825-081402_621_live,1,4,I think we need to help those here first.,,negative-reaction-to-donation,,,0,0.722,0.278
2311,20180825-081402_621_live,1,4,There is so much poverty and sickness here.,,negative-reaction-to-donation,,,0.338,0.662,0
2312,20180825-081402_621_live,0,5,"Yes, there is.",acknowledgement,,,,0,0.426,0.574
2313,20180825-081402_621_live,0,5,And I understand wanting to see it done local.,acknowledgement,,,,0,1,0
2314,20180825-081402_621_live,0,5,The Save the Children is on stand by to help the children of Hawaii right now for the Hurricane Lane,credibility-appeal,,,,0,0.753,0.247
2315,20180825-081402_621_live,1,5,I might reconsider donating then.,,positive-reaction-to-donation,,,0,1,0
2316,20180825-081402_621_live,0,6,You can donate anywhere from $0 to all of your task payment today.,donation-information,,,,0,1,0
2317,20180825-081402_621_live,1,6,I might be able to manage a little today.,,agree-donation,,,0,1,0
2318,20180825-081402_621_live,0,7,That is awesome.,acknowledgement,,,,0,0.328,0.672
2319,20180825-081402_621_live,0,7,How much would you like to donate today?,ask-donation-amount,,,,0,0.737,0.263
2320,20180825-081402_621_live,1,7,I can't manage much as I am short on cash,,negative-reaction-to-donation,,,0,1,0
2321,20180825-081402_621_live,0,8,If you donate right now from your task payment then you are donating money that you don't even have yet.,donation-information,,,,0,1,0
2322,20180825-081402_621_live,1,8,This is true.,,acknowledgement,,,0,0.417,0.583
2323,20180825-081402_621_live,1,8,"Ok, since it's the hurricane victims.",,positive-reaction-to-donation,,,0.271,0.471,0.259
2324,20180825-081402_621_live,1,8,I will make a donation,,agree-donation,,,0,1,0
2325,20180825-081402_621_live,0,9,How much would you be willing to donate today?,ask-donation-amount,,,,0,1,0
2326,20180825-081402_621_live,1,9,I can do the .30 I will be making from this task.,,provide-donation-amount,,,0,1,0
2327,20180825-081859_875_live,0,0,Hello!,greeting,,,,0,1,0
2328,20180825-081859_875_live,0,0,Are you aware of Save the Children organization?,source-related-inquiry,,,,0,0.686,0.314
2329,20180825-081859_875_live,1,0,I have a very rudimentary understanding.,,positive-to-inquiry,,,0,1,0
2330,20180825-081859_875_live,1,0,I think it has to do with helping sick children.,,positive-to-inquiry,,,0.264,0.56,0.176
2331,20180825-081859_875_live,0,1,Save the Children is an international non-governmental organization.,credibility-appeal,,,,0,0.686,0.314
2332,20180825-081859_875_live,0,1,"It's mission is promote children's rights, provide relief and aid children in developing countries.",credibility-appeal,,,,0,0.678,0.322
2333,20180825-081859_875_live,1,1,That is a great cause.,,acknowledgement,,,0,0.423,0.577
2334,20180825-081859_875_live,1,1,"However, I am of the opinion that we should provide relief to causes in our country first.",,negative-reaction-to-donation,,,0,0.829,0.171
2335,20180825-081859_875_live,1,1,Especially animal organizations.,,negative-reaction-to-donation,,,0,1,0
2336,20180825-081859_875_live,0,2,While it is true that relief is also needed domestically.,acknowledgement,,,,0,0.576,0.424
2337,20180825-081859_875_live,0,2,The stand of living in developing nations does not compare with our own.,emotion-appeal,,,,0,1,0
2338,20180825-081859_875_live,0,2,Most of these nations are war zones and children face this daily threat of violence against them.,emotion-appeal,,,,0.449,0.551,0
2339,20180825-081859_875_live,1,2,that is true.,,acknowledgement,,,0,0.417,0.583
2340,20180825-081859_875_live,1,2,I guess I am naive and like to live in ignorance where it is bliss.,,other,,,0.232,0.455,0.313
2341,20180825-081859_875_live,1,2,How do you feel about animal charities?,,task-related-inquiry,,,0,0.652,0.348
2342,20180825-081859_875_live,0,3,This is where your donation would help make a difference for these children.,logical-appeal,,,,0,0.803,0.197
2343,20180825-081859_875_live,0,3,Your donation would assist the Save the Children organization in promoting their mission statement.,logical-appeal,,,,0,0.678,0.322
2344,20180825-081859_875_live,0,3,Small donations really do add up and make a difference.,foot-in-the-door,,,,0,1,0
2345,20180825-081859_875_live,0,3,"Finally, I am also a fan of animal charities.",positive-to-inquiry,,,,0,0.476,0.524
2346,20180825-081859_875_live,1,3,That is true that it requires very little money to help children in developing nations.,,positive-reaction-to-donation,,,0,0.713,0.287
2347,20180825-081859_875_live,1,3,So you charity of choice is Save the Children?,,personal-related-inquiry,,,0,0.527,0.473
2348,20180825-081859_875_live,1,3,Or do you donate to other ones also?,,personal-related-inquiry,,,0,1,0
2349,20180825-081859_875_live,0,4,My charity of choice is Save the Children.,positive-to-inquiry,,,,0,0.5,0.5
2350,20180825-081859_875_live,0,4,I strongly identify with their causes and goals.,positive-to-inquiry,,,,0,0.741,0.259
2351,20180825-081859_875_live,1,4,Do you donate money only?,,personal-related-inquiry,,,0,1,0
2352,20180825-081859_875_live,1,4,Or do you also volunteer your time?,,personal-related-inquiry,,,0,1,0
2353,20180825-081859_875_live,0,5,I donate money to this organization and would encourage you to do the same.,self-modeling,,,,0,0.784,0.216
2354,20180825-081859_875_live,0,5,Your donation will be directly deducted from your task payment.,donation-information,,,,0,1,0
2355,20180825-081859_875_live,0,5,You can choose any amount from $0 to all your payment.,donation-information,,,,0,1,0
2356,20180825-081859_875_live,1,5,I would be willing to donate 10 cents.,,provide-donation-amount,,,0,1,0
2357,20180825-081859_875_live,1,5,I make large donations every year so my budget is limited.,,other,,,0.174,0.826,0
2358,20180825-081859_875_live,1,5,But I do agree with the points you made in support.,,positive-reaction-to-donation,,,0,0.541,0.459
2359,20180825-081859_875_live,1,5,Would you consider volunteering time in addition to money?,,personal-related-inquiry,,,0,1,0
2360,20180825-081859_875_live,0,6,I appreciate your help in supporting this cause.,thank,,,,0,0.325,0.675
2361,20180825-081859_875_live,0,6,I would consider volunteering my time in addition to the money.,other,,,,0,1,0
2362,20180825-081859_875_live,0,6,I believe it would be a valuable experience.,other,,,,0,0.617,0.383
2363,20180825-081859_875_live,0,6,What other charities do you support or is your charity of choice?,personal-related-inquiry,,,,0,0.508,0.492
2364,20180825-081859_875_live,1,6,My charity of choice is the italian gryhound florida rescue group.,,positive-reaction-to-donation,,,0,0.596,0.404
2365,20180825-081859_875_live,1,6,They save miniture IG dogs.,,positive-reaction-to-donation,,,0,0.556,0.444
2366,20180825-081859_875_live,1,6,I adopted one years ago and she is the best.,,positive-reaction-to-donation,,,0,0.656,0.344
2367,20180825-081859_875_live,1,6,But children's charities are great too.,,positive-reaction-to-donation,,,0,0.287,0.713
2368,20180825-081859_875_live,1,6,Are you familiar with the one where they make dreams come true?,,other,,,0,0.645,0.355
2369,20180825-081859_875_live,0,7,That is great!,acknowledgement,,,,0,0.313,0.687
2370,20180825-081859_875_live,0,7,Animal charities are pretty great too!,acknowledgement,,,,0,0.218,0.782
2371,20180825-081859_875_live,0,7,"And I'm only familiar with the name with organization that make dreams come true, but nonetheless would like to learn more about them.",other,,,,0,0.741,0.259
2372,20180825-081859_875_live,1,7,Celebrities often get involved and donate time.,,other,,,0,1,0
2373,20180825-081859_875_live,1,7,It's really cool.,,other,,,0,0.435,0.565
2374,20180825-081859_875_live,1,7,I think Disney World participates too.,,other,,,0,1,0
2375,20180825-081859_875_live,0,8,That sounds awesome and am glad to see celebrities get involved.,other,,,,0,0.559,0.441
2376,20180825-081859_875_live,0,8,Their involvement often helps to expand these charities' missions.,other,,,,0,0.426,0.574
2377,20180825-081859_875_live,1,8,For sure.,,other,,,0,0.303,0.697
2378,20180825-081859_875_live,1,8,It gets the word out and makes people want to follow suit.,,other,,,0,0.894,0.106
2379,20180825-081859_875_live,1,8,Plus it is good for celebs because it gets people to have soft spots for them.,,other,,,0,0.838,0.162
2380,20180825-081859_875_live,0,9,I definitely agree with all those points.,other,,,,0,0.435,0.565
2381,20180825-081859_875_live,0,9,Their support can make the difference between making a charity reach its goals or not.,other,,,,0,0.625,0.375
2382,20180825-081859_875_live,1,9,Helping others is necessary and makes you feel good too.,,other,,,0,0.611,0.389
2383,20180825-091558_618_live,0,0,"hello, do you like charities ?",personal-related-inquiry,,,,0,0.345,0.655
2384,20180825-091558_618_live,1,0,I don't know I haven't found anyone good ones,,negative-to-inquiry,,,0.286,0.714,0
2385,20180825-091558_618_live,0,1,do you know save the children charity ?,source-related-inquiry,,,,0,0.455,0.545
2386,20180825-091558_618_live,1,1,"No, I have never hear of it",,negative-to-inquiry,,,0.306,0.694,0
2387,20180825-091558_618_live,0,2,"some info about save the children,they are a non-profit organisation who help children in the world, what you think now about this organization ?",credibility-appeal,,,,0,0.772,0.228
2388,20180825-091558_618_live,1,2,Do they help children right here in America,,ask-org-info,,,0,0.722,0.278
2389,20180825-091558_618_live,0,3,"they help children in america to, whenever is needed, they helped Hawaii too, with hurricane lane .",credibility-appeal,,,,0,0.847,0.153
2390,20180825-091558_618_live,1,3,That is awesome.,,acknowledgement,,,0,0.328,0.672
2391,20180825-091558_618_live,1,3,I am more willing to help a charity that will help right here in America,,neutral-reaction-to-donation,,,0,0.534,0.466
2392,20180825-091558_618_live,0,4,"this is a charity in america too, are you willing to donate some of your money in the end of the survey?",proposition-of-donation,,,,0,0.877,0.123
2393,20180825-091558_618_live,1,4,"I would like to, but I really can afford to donate anything right now.",,disagree-donation,,,0,0.863,0.137
2394,20180825-091558_618_live,0,5,"but they are not your money , some of the hit winning, if you like too.",donation-information,,,,0,0.624,0.376
